Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTime_s
0 days 02:03:01.826000,ALO,14,0 days 00:01:24.636000,42.0,2.0,,,0 days 00:00:30.084000,0 days 00:00:30.691000,0 days 00:00:23.861000,0 days 02:02:07.301000,0 days 02:02:37.992000,0 days 02:03:01.853000,274.0,236.0,242.0,279.0,False,HARD,21.0,True,Alpine,0 days 02:01:37.190000,2022-07-31 14:02:37.568,1,11.0,False,,False,True,84.636
0 days 02:04:26.937000,ALO,14,0 days 00:01:25.111000,43.0,2.0,,,0 days 00:00:30.235000,0 days 00:00:30.802000,0 days 00:00:24.074000,0 days 02:03:32.088000,0 days 02:04:02.890000,0 days 02:04:26.964000,275.0,235.0,247.0,280.0,False,HARD,22.0,True,Alpine,0 days 02:03:01.826000,2022-07-31 14:04:02.204,1,11.0,False,,False,True,85.111
0 days 02:05:52.288000,ALO,14,0 days 00:01:25.351000,44.0,2.0,,,0 days 00:00:30.086000,0 days 00:00:31.197000,0 days 00:00:24.068000,0 days 02:04:57.050000,0 days 02:05:28.247000,0 days 02:05:52.315000,276.0,231.0,241.0,298.0,False,HARD,23.0,True,Alpine,0 days 02:04:26.937000,2022-07-31 14:05:27.315,1,11.0,False,,False,True,85.351
0 days 02:07:17.393000,ALO,14,0 days 00:01:25.105000,45.0,2.0,,,0 days 00:00:30.229000,0 days 00:00:30.966000,0 days 00:00:23.910000,0 days 02:06:22.544000,0 days 02:06:53.510000,0 days 02:07:17.420000,277.0,235.0,247.0,281.0,False,HARD,24.0,True,Alpine,0 days 02:05:52.288000,2022-07-31 14:06:52.666,1,11.0,False,,False,True,85.105
0 days 02:08:42.722000,ALO,14,0 days 00:01:25.329000,46.0,2.0,,,0 days 00:00:30.386000,0 days 00:00:30.937000,0 days 00:00:24.006000,0 days 02:07:47.806000,0 days 02:08:18.743000,0 days 02:08:42.749000,275.0,235.0,246.0,297.0,False,HARD,25.0,True,Alpine,0 days 02:07:17.393000,2022-07-31 14:08:17.771,1,10.0,False,,False,True,85.329
0 days 02:11:31.234000,ALO,14,0 days 00:01:24.533000,48.0,2.0,,,0 days 00:00:30.100000,0 days 00:00:30.490000,0 days 00:00:23.943000,0 days 02:10:36.828000,0 days 02:11:07.318000,0 days 02:11:31.261000,272.0,234.0,243.0,277.0,False,HARD,27.0,True,Alpine,0 days 02:10:06.701000,2022-07-31 14:11:07.079,1,8.0,False,,False,True,84.533
0 days 02:12:55.443000,ALO,14,0 days 00:01:24.209000,49.0,2.0,,,0 days 00:00:30.126000,0 days 00:00:30.059000,0 days 00:00:24.024000,0 days 02:12:01.387000,0 days 02:12:31.446000,0 days 02:12:55.470000,271.0,234.0,242.0,278.0,False,HARD,28.0,True,Alpine,0 days 02:11:31.234000,2022-07-31 14:12:31.612,1,8.0,False,,False,True,84.209
0 days 02:14:20.070000,ALO,14,0 days 00:01:24.627000,50.0,2.0,,,0 days 00:00:30.425000,0 days 00:00:30.471000,0 days 00:00:23.731000,0 days 02:13:25.895000,0 days 02:13:56.366000,0 days 02:14:20.097000,272.0,234.0,242.0,276.0,False,HARD,29.0,True,Alpine,0 days 02:12:55.443000,2022-07-31 14:13:55.821,1,8.0,False,,False,True,84.627
0 days 02:15:44.330000,ALO,14,0 days 00:01:24.260000,51.0,2.0,,,0 days 00:00:30.203000,0 days 00:00:30.158000,0 days 00:00:23.899000,0 days 02:14:50.300000,0 days 02:15:20.458000,0 days 02:15:44.357000,,238.0,242.0,,False,HARD,30.0,True,Alpine,0 days 02:14:20.070000,2022-07-31 14:15:20.448,1,8.0,False,,False,True,84.26
0 days 02:17:08.344000,ALO,14,0 days 00:01:24.014000,52.0,2.0,,,0 days 00:00:30.198000,0 days 00:00:30.223000,0 days 00:00:23.593000,0 days 02:16:14.555000,0 days 02:16:44.778000,0 days 02:17:08.371000,271.0,238.0,244.0,277.0,False,HARD,31.0,True,Alpine,0 days 02:15:44.330000,2022-07-31 14:16:44.708,1,8.0,False,,False,True,84.014
0 days 02:18:32.993000,ALO,14,0 days 00:01:24.649000,53.0,2.0,,,0 days 00:00:30.485000,0 days 00:00:30.382000,0 days 00:00:23.782000,0 days 02:17:38.856000,0 days 02:18:09.238000,0 days 02:18:33.020000,273.0,237.0,242.0,276.0,False,HARD,32.0,True,Alpine,0 days 02:17:08.344000,2022-07-31 14:18:08.722,1,8.0,False,,False,True,84.649
0 days 02:19:57.393000,ALO,14,0 days 00:01:24.400000,54.0,2.0,,,0 days 00:00:30.105000,0 days 00:00:30.588000,0 days 00:00:23.707000,0 days 02:19:03.125000,0 days 02:19:33.713000,0 days 02:19:57.420000,,236.0,241.0,277.0,False,HARD,33.0,True,Alpine,0 days 02:18:32.993000,2022-07-31 14:19:33.371,1,8.0,False,,False,True,84.4
0 days 02:21:21.825000,ALO,14,0 days 00:01:24.432000,55.0,2.0,,,0 days 00:00:30.355000,0 days 00:00:30.421000,0 days 00:00:23.656000,0 days 02:20:27.775000,0 days 02:20:58.196000,0 days 02:21:21.852000,271.0,238.0,243.0,275.0,False,HARD,34.0,True,Alpine,0 days 02:19:57.393000,2022-07-31 14:20:57.771,1,8.0,False,,False,True,84.432
0 days 02:22:46.147000,ALO,14,0 days 00:01:24.322000,56.0,2.0,,,0 days 00:00:30.263000,0 days 00:00:30.425000,0 days 00:00:23.634000,0 days 02:21:52.115000,0 days 02:22:22.540000,0 days 02:22:46.174000,,237.0,244.0,280.0,False,HARD,35.0,True,Alpine,0 days 02:21:21.825000,2022-07-31 14:22:22.203,1,8.0,False,,False,True,84.322
0 days 02:24:11.045000,ALO,14,0 days 00:01:24.898000,57.0,2.0,,,0 days 00:00:30.485000,0 days 00:00:30.563000,0 days 00:00:23.850000,0 days 02:23:16.659000,0 days 02:23:47.222000,0 days 02:24:11.072000,,236.0,243.0,277.0,False,HARD,36.0,True,Alpine,0 days 02:22:46.147000,2022-07-31 14:23:46.525,1,8.0,False,,False,True,84.898
0 days 02:25:35.878000,ALO,14,0 days 00:01:24.833000,58.0,2.0,,,0 days 00:00:30.288000,0 days 00:00:30.920000,0 days 00:00:23.625000,0 days 02:24:41.360000,0 days 02:25:12.280000,0 days 02:25:35.905000,275.0,238.0,244.0,278.0,False,HARD,37.0,True,Alpine,0 days 02:24:11.045000,2022-07-31 14:25:11.423,1,8.0,False,,False,True,84.833
0 days 02:27:00.255000,ALO,14,0 days 00:01:24.377000,59.0,2.0,,,0 days 00:00:30.468000,0 days 00:00:30.167000,0 days 00:00:23.742000,0 days 02:26:06.373000,0 days 02:26:36.540000,0 days 02:27:00.282000,273.0,240.0,243.0,276.0,False,HARD,38.0,True,Alpine,0 days 02:25:35.878000,2022-07-31 14:26:36.256,1,8.0,False,,False,True,84.377
0 days 02:28:24.641000,ALO,14,0 days 00:01:24.386000,60.0,2.0,,,0 days 00:00:30.581000,0 days 00:00:30.141000,0 days 00:00:23.664000,0 days 02:27:30.863000,0 days 02:28:01.004000,0 days 02:28:24.668000,272.0,239.0,243.0,277.0,False,HARD,39.0,True,Alpine,0 days 02:27:00.255000,2022-07-31 14:28:00.633,1,8.0,False,,False,True,84.386
0 days 02:29:49.734000,ALO,14,0 days 00:01:25.093000,61.0,2.0,,,0 days 00:00:30.646000,0 days 00:00:30.576000,0 days 00:00:23.871000,0 days 02:28:55.314000,0 days 02:29:25.890000,0 days 02:29:49.761000,274.0,237.0,245.0,,False,HARD,40.0,True,Alpine,0 days 02:28:24.641000,2022-07-31 14:29:25.019,1,8.0,False,,False,True,85.093
0 days 02:31:14.460000,ALO,14,0 days 00:01:24.726000,62.0,2.0,,,0 days 00:00:30.184000,0 days 00:00:30.688000,0 days 00:00:23.854000,0 days 02:30:19.945000,0 days 02:30:50.633000,0 days 02:31:14.487000,273.0,240.0,245.0,281.0,False,HARD,41.0,True,Alpine,0 days 02:29:49.734000,2022-07-31 14:30:50.112,1,8.0,False,,False,True,84.726
0 days 02:32:38.817000,ALO,14,0 days 00:01:24.357000,63.0,2.0,,,0 days 00:00:30.299000,0 days 00:00:30.304000,0 days 00:00:23.754000,0 days 02:31:44.786000,0 days 02:32:15.090000,0 days 02:32:38.844000,271.0,240.0,244.0,279.0,False,HARD,42.0,True,Alpine,0 days 02:31:14.460000,2022-07-31 14:32:14.838,1,8.0,False,,False,True,84.357
0 days 02:34:03.024000,ALO,14,0 days 00:01:24.207000,64.0,2.0,,,0 days 00:00:30.265000,0 days 00:00:30.147000,0 days 00:00:23.795000,0 days 02:33:09.109000,0 days 02:33:39.256000,0 days 02:34:03.051000,272.0,239.0,244.0,280.0,False,HARD,43.0,True,Alpine,0 days 02:32:38.817000,2022-07-31 14:33:39.195,1,8.0,False,,False,True,84.207
0 days 02:35:29.266000,ALO,14,0 days 00:01:26.242000,65.0,2.0,,,0 days 00:00:30.307000,0 days 00:00:31.979000,0 days 00:00:23.956000,0 days 02:34:33.358000,0 days 02:35:05.337000,0 days 02:35:29.293000,273.0,235.0,244.0,278.0,False,HARD,44.0,True,Alpine,0 days 02:34:03.024000,2022-07-31 14:35:03.402,1,8.0,False,,False,True,86.242
0 days 02:36:53.594000,ALO,14,0 days 00:01:24.328000,66.0,2.0,,,0 days 00:00:30.216000,0 days 00:00:30.241000,0 days 00:00:23.871000,0 days 02:35:59.509000,0 days 02:36:29.750000,0 days 02:36:53.621000,275.0,240.0,245.0,280.0,False,HARD,45.0,True,Alpine,0 days 02:35:29.266000,2022-07-31 14:36:29.644,1,8.0,False,,False,True,84.328
0 days 01:08:24.292000,LEC,16,0 days 00:01:23.573000,4.0,1.0,,,0 days 00:00:29.841000,0 days 00:00:30.268000,0 days 00:00:23.464000,0 days 01:07:30.592000,0 days 01:08:00.860000,0 days 01:08:24.324000,277.0,232.0,241.0,293.0,True,MEDIUM,4.0,True,Ferrari,0 days 01:07:00.719000,2022-07-31 13:08:01.097,1,3.0,False,,False,True,83.573
0 days 01:09:48.607000,LEC,16,0 days 00:01:24.315000,5.0,1.0,,,0 days 00:00:30.187000,0 days 00:00:30.568000,0 days 00:00:23.560000,0 days 01:08:54.511000,0 days 01:09:25.079000,0 days 01:09:48.639000,275.0,233.0,243.0,280.0,False,MEDIUM,5.0,True,Ferrari,0 days 01:08:24.292000,2022-07-31 13:09:24.670,1,3.0,False,,False,True,84.315
0 days 01:11:12.794000,LEC,16,0 days 00:01:24.187000,6.0,1.0,,,0 days 00:00:30.066000,0 days 00:00:30.419000,0 days 00:00:23.702000,0 days 01:10:18.705000,0 days 01:10:49.124000,0 days 01:11:12.826000,273.0,231.0,240.0,282.0,False,MEDIUM,6.0,True,Ferrari,0 days 01:09:48.607000,2022-07-31 13:10:48.985,1,3.0,False,,False,True,84.187
0 days 01:12:36.897000,LEC,16,0 days 00:01:24.103000,7.0,1.0,,,0 days 00:00:30.098000,0 days 00:00:30.339000,0 days 00:00:23.666000,0 days 01:11:42.924000,0 days 01:12:13.263000,0 days 01:12:36.929000,274.0,234.0,240.0,278.0,False,MEDIUM,7.0,True,Ferrari,0 days 01:11:12.794000,2022-07-31 13:12:13.172,1,3.0,False,,False,True,84.103
0 days 01:14:01.038000,LEC,16,0 days 00:01:24.141000,8.0,1.0,,,0 days 00:00:30.041000,0 days 00:00:30.396000,0 days 00:00:23.704000,0 days 01:13:06.970000,0 days 01:13:37.366000,0 days 01:14:01.070000,276.0,232.0,242.0,280.0,False,MEDIUM,8.0,True,Ferrari,0 days 01:12:36.897000,2022-07-31 13:13:37.275,1,3.0,False,,False,True,84.141
0 days 01:15:24.856000,LEC,16,0 days 00:01:23.818000,9.0,1.0,,,0 days 00:00:29.975000,0 days 00:00:30.296000,0 days 00:00:23.547000,0 days 01:14:31.045000,0 days 01:15:01.341000,0 days 01:15:24.888000,274.0,234.0,241.0,282.0,False,MEDIUM,9.0,True,Ferrari,0 days 01:14:01.038000,2022-07-31 13:15:01.416,1,3.0,False,,False,True,83.818
0 days 01:16:48.980000,LEC,16,0 days 00:01:24.124000,10.0,1.0,,,0 days 00:00:30.084000,0 days 00:00:30.517000,0 days 00:00:23.523000,0 days 01:15:54.972000,0 days 01:16:25.489000,0 days 01:16:49.012000,275.0,234.0,242.0,280.0,False,MEDIUM,10.0,True,Ferrari,0 days 01:15:24.856000,2022-07-31 13:16:25.234,1,3.0,False,,False,True,84.124
0 days 01:18:13.128000,LEC,16,0 days 00:01:24.148000,11.0,1.0,,,0 days 00:00:29.923000,0 days 00:00:30.488000,0 days 00:00:23.737000,0 days 01:17:18.935000,0 days 01:17:49.423000,0 days 01:18:13.160000,276.0,231.0,240.0,282.0,False,MEDIUM,11.0,True,Ferrari,0 days 01:16:48.980000,2022-07-31 13:17:49.358,1,3.0,False,,False,True,84.148
0 days 01:19:37.205000,LEC,16,0 days 00:01:24.077000,12.0,1.0,,,0 days 00:00:29.961000,0 days 00:00:30.428000,0 days 00:00:23.688000,0 days 01:18:43.121000,0 days 01:19:13.549000,0 days 01:19:37.237000,,233.0,240.0,280.0,False,MEDIUM,12.0,True,Ferrari,0 days 01:18:13.128000,2022-07-31 13:19:13.506,1,3.0,False,,False,True,84.077
0 days 01:21:01.310000,LEC,16,0 days 00:01:24.105000,13.0,1.0,,,0 days 00:00:30.077000,0 days 00:00:30.326000,0 days 00:00:23.702000,0 days 01:20:07.314000,0 days 01:20:37.640000,0 days 01:21:01.342000,274.0,234.0,241.0,281.0,False,MEDIUM,13.0,True,Ferrari,0 days 01:19:37.205000,2022-07-31 13:20:37.583,1,3.0,False,,False,True,84.105
0 days 01:22:25.636000,LEC,16,0 days 00:01:24.326000,14.0,1.0,,,0 days 00:00:30.067000,0 days 00:00:30.299000,0 days 00:00:23.960000,0 days 01:21:31.409000,0 days 01:22:01.708000,0 days 01:22:25.668000,,235.0,246.0,282.0,False,MEDIUM,14.0,True,Ferrari,0 days 01:21:01.310000,2022-07-31 13:22:01.688,1,3.0,False,,False,True,84.326
0 days 01:23:50.043000,LEC,16,0 days 00:01:24.407000,15.0,1.0,,,0 days 00:00:29.969000,0 days 00:00:30.591000,0 days 00:00:23.847000,0 days 01:22:55.637000,0 days 01:23:26.228000,0 days 01:23:50.075000,277.0,234.0,248.0,294.0,False,MEDIUM,15.0,True,Ferrari,0 days 01:22:25.636000,2022-07-31 13:23:26.014,1,3.0,False,,False,True,84.407
0 days 01:25:15.048000,LEC,16,0 days 00:01:25.005000,16.0,1.0,,,0 days 00:00:30.060000,0 days 00:00:30.876000,0 days 00:00:24.069000,0 days 01:24:20.135000,0 days 01:24:51.011000,0 days 01:25:15.080000,275.0,234.0,244.0,295.0,False,MEDIUM,16.0,True,Ferrari,0 days 01:23:50.043000,2022-07-31 13:24:50.421,1,2.0,False,,False,True,85.005
0 days 01:26:39.433000,LEC,16,0 days 00:01:24.385000,17.0,1.0,,,0 days 00:00:29.961000,0 days 00:00:30.673000,0 days 00:00:23.751000,0 days 01:25:45.041000,0 days 01:26:15.714000,0 days 01:26:39.465000,,233.0,245.0,,False,MEDIUM,17.0,True,Ferrari,0 days 01:25:15.048000,2022-07-31 13:26:15.426,1,1.0,False,,False,True,84.385
0 days 01:28:03.225000,LEC,16,0 days 00:01:23.792000,18.0,1.0,,,0 days 00:00:29.646000,0 days 00:00:30.367000,0 days 00:00:23.779000,0 days 01:27:09.111000,0 days 01:27:39.478000,0 days 01:28:03.257000,274.0,233.0,240.0,289.0,False,MEDIUM,18.0,True,Ferrari,0 days 01:26:39.433000,2022-07-31 13:27:39.811,1,1.0,False,,False,True,83.792
0 days 01:29:27.136000,LEC,16,0 days 00:01:23.911000,19.0,1.0,,,0 days 00:00:30.012000,0 days 00:00:30.371000,0 days 00:00:23.528000,0 days 01:28:33.269000,0 days 01:29:03.640000,0 days 01:29:27.168000,,235.0,242.0,276.0,False,MEDIUM,19.0,True,Ferrari,0 days 01:28:03.225000,2022-07-31 13:29:03.603,1,1.0,False,,False,True,83.911
0 days 01:30:51.398000,LEC,16,0 days 00:01:24.262000,20.0,1.0,,,0 days 00:00:30.103000,0 days 00:00:30.494000,0 days 00:00:23.665000,0 days 01:29:57.271000,0 days 01:30:27.765000,0 days 01:30:51.430000,,235.0,241.0,,False,MEDIUM,20.0,True,Ferrari,0 days 01:29:27.136000,2022-07-31 13:30:27.514,1,1.0,False,,False,True,84.262
0 days 01:35:22.611000,LEC,16,0 days 00:01:22.995000,23.0,2.0,,,0 days 00:00:29.767000,0 days 00:00:29.834000,0 days 00:00:23.394000,0 days 01:34:29.415000,0 days 01:34:59.249000,0 days 01:35:22.643000,272.0,235.0,240.0,278.0,True,MEDIUM,2.0,True,Ferrari,0 days 01:33:59.616000,2022-07-31 13:34:59.994,1,2.0,False,,False,True,82.995
0 days 01:36:46.207000,LEC,16,0 days 00:01:23.596000,24.0,2.0,,,0 days 00:00:30.059000,0 days 00:00:30.003000,0 days 00:00:23.534000,0 days 01:35:52.702000,0 days 01:36:22.705000,0 days 01:36:46.239000,275.0,235.0,242.0,280.0,False,MEDIUM,3.0,True,Ferrari,0 days 01:35:22.611000,2022-07-31 13:36:22.989,1,2.0,False,,False,True,83.596
0 days 01:38:09.654000,LEC,16,0 days 00:01:23.447000,25.0,2.0,,,0 days 00:00:29.852000,0 days 00:00:30.069000,0 days 00:00:23.526000,0 days 01:37:16.091000,0 days 01:37:46.160000,0 days 01:38:09.686000,276.0,236.0,243.0,,False,MEDIUM,4.0,True,Ferrari,0 days 01:36:46.207000,2022-07-31 13:37:46.585,1,2.0,False,,False,True,83.447
0 days 01:39:32.932000,LEC,16,0 days 00:01:23.278000,26.0,2.0,,,0 days 00:00:29.713000,0 days 00:00:30.224000,0 days 00:00:23.341000,0 days 01:38:39.399000,0 days 01:39:09.623000,0 days 01:39:32.964000,,236.0,247.0,282.0,False,MEDIUM,5.0,True,Ferrari,0 days 01:38:09.654000,2022-07-31 13:39:10.032,1,2.0,False,,False,True,83.278
0 days 01:40:56.534000,LEC,16,0 days 00:01:23.602000,27.0,2.0,,,0 days 00:00:29.753000,0 days 00:00:30.342000,0 days 00:00:23.507000,0 days 01:40:02.717000,0 days 01:40:33.059000,0 days 01:40:56.566000,277.0,234.0,249.0,295.0,False,MEDIUM,6.0,True,Ferrari,0 days 01:39:32.932000,2022-07-31 13:40:33.310,1,2.0,False,,False,True,83.602
0 days 01:42:21.094000,LEC,16,0 days 00:01:24.560000,28.0,2.0,,,0 days 00:00:30.247000,0 days 00:00:30.717000,0 days 00:00:23.596000,0 days 01:41:26.813000,0 days 01:41:57.530000,0 days 01:42:21.126000,272.0,236.0,248.0,299.0,False,MEDIUM,7.0,True,Ferrari,0 days 01:40:56.534000,2022-07-31 13:41:56.912,1,2.0,False,,False,True,84.56
0 days 01:43:45.372000,LEC,16,0 days 00:01:24.278000,29.0,2.0,,,0 days 00:00:30.094000,0 days 00:00:30.641000,0 days 00:00:23.543000,0 days 01:42:51.220000,0 days 01:43:21.861000,0 days 01:43:45.404000,274.0,238.0,250.0,296.0,False,MEDIUM,8.0,True,Ferrari,0 days 01:42:21.094000,2022-07-31 13:43:21.472,1,2.0,False,,False,True,84.278
0 days 01:45:09.428000,LEC,16,0 days 00:01:24.056000,30.0,2.0,,,0 days 00:00:29.645000,0 days 00:00:30.960000,0 days 00:00:23.451000,0 days 01:44:15.049000,0 days 01:44:46.009000,0 days 01:45:09.460000,259.0,238.0,250.0,,False,MEDIUM,9.0,True,Ferrari,0 days 01:43:45.372000,2022-07-31 13:44:45.750,1,2.0,False,,False,True,84.056
0 days 01:46:32.431000,LEC,16,0 days 00:01:23.003000,31.0,2.0,,,0 days 00:00:29.430000,0 days 00:00:30.067000,0 days 00:00:23.506000,0 days 01:45:38.890000,0 days 01:46:08.957000,0 days 01:46:32.463000,271.0,236.0,241.0,298.0,False,MEDIUM,10.0,True,Ferrari,0 days 01:45:09.428000,2022-07-31 13:46:09.806,1,1.0,False,,False,True,83.003
0 days 01:47:56.709000,LEC,16,0 days 00:01:24.278000,32.0,2.0,,,0 days 00:00:29.806000,0 days 00:00:30.854000,0 days 00:00:23.618000,0 days 01:47:02.269000,0 days 01:47:33.123000,0 days 01:47:56.741000,272.0,238.0,242.0,280.0,False,MEDIUM,11.0,True,Ferrari,0 days 01:46:32.431000,2022-07-31 13:47:32.809,1,1.0,False,,False,True,84.278
0 days 01:49:20.074000,LEC,16,0 days 00:01:23.365000,33.0,2.0,,,0 days 00:00:29.843000,0 days 00:00:30.045000,0 days 00:00:23.477000,0 days 01:48:26.584000,0 days 01:48:56.629000,0 days 01:49:20.106000,277.0,236.0,245.0,,False,MEDIUM,12.0,True,Ferrari,0 days 01:47:56.709000,2022-07-31 13:48:57.087,1,1.0,False,,False,True,83.365
0 days 01:50:43.462000,LEC,16,0 days 00:01:23.388000,34.0,2.0,,,0 days 00:00:29.846000,0 days 00:00:30.173000,0 days 00:00:23.369000,0 days 01:49:49.952000,0 days 01:50:20.125000,0 days 01:50:43.494000,276.0,239.0,244.0,283.0,False,MEDIUM,13.0,True,Ferrari,0 days 01:49:20.074000,2022-07-31 13:50:20.452,1,1.0,False,,False,True,83.388
0 days 01:53:30.104000,LEC,16,0 days 00:01:23.144000,36.0,2.0,,,0 days 00:00:29.753000,0 days 00:00:29.987000,0 days 00:00:23.404000,0 days 01:52:36.745000,0 days 01:53:06.732000,0 days 01:53:30.136000,,236.0,244.0,284.0,False,MEDIUM,15.0,True,Ferrari,0 days 01:52:06.960000,2022-07-31 13:53:07.338,1,1.0,False,,False,True,83.144
0 days 01:54:53.557000,LEC,16,0 days 00:01:23.453000,37.0,2.0,,,0 days 00:00:29.704000,0 days 00:00:30.312000,0 days 00:00:23.437000,0 days 01:53:59.840000,0 days 01:54:30.152000,0 days 01:54:53.589000,276.0,236.0,243.0,282.0,False,MEDIUM,16.0,True,Ferrari,0 days 01:53:30.104000,2022-07-31 13:54:30.482,1,1.0,False,,False,True,83.453
0 days 01:56:17.362000,LEC,16,0 days 00:01:23.805000,38.0,2.0,,,0 days 00:00:30.057000,0 days 00:00:30.293000,0 days 00:00:23.455000,0 days 01:55:23.646000,0 days 01:55:53.939000,0 days 01:56:17.394000,,236.0,241.0,281.0,False,MEDIUM,17.0,True,Ferrari,0 days 01:54:53.557000,2022-07-31 13:55:53.935,1,1.0,False,,False,True,83.805
0 days 02:02:18.228000,LEC,16,0 days 00:01:23.462000,42.0,3.0,,,0 days 00:00:30.107000,0 days 00:00:30.118000,0 days 00:00:23.237000,0 days 02:01:24.905000,0 days 02:01:55.023000,0 days 02:02:18.260000,273.0,238.0,242.0,,False,HARD,3.0,True,Ferrari,0 days 02:00:54.766000,2022-07-31 14:01:55.144,1,3.0,False,,False,True,83.462
0 days 02:03:40.684000,LEC,16,0 days 00:01:22.456000,43.0,3.0,,,0 days 00:00:29.764000,0 days 00:00:29.543000,0 days 00:00:23.149000,0 days 02:02:48.024000,0 days 02:03:17.567000,0 days 02:03:40.716000,275.0,238.0,244.0,,True,HARD,4.0,True,Ferrari,0 days 02:02:18.228000,2022-07-31 14:03:18.606,1,3.0,False,,False,True,82.456
0 days 02:05:03.523000,LEC,16,0 days 00:01:22.839000,44.0,3.0,,,0 days 00:00:29.741000,0 days 00:00:29.699000,0 days 00:00:23.399000,0 days 02:04:10.457000,0 days 02:04:40.156000,0 days 02:05:03.555000,273.0,239.0,245.0,280.0,False,HARD,5.0,True,Ferrari,0 days 02:03:40.684000,2022-07-31 14:04:41.062,1,3.0,False,,False,True,82.839
0 days 02:06:27.823000,LEC,16,0 days 00:01:24.300000,45.0,3.0,,,0 days 00:00:30.376000,0 days 00:00:30.359000,0 days 00:00:23.565000,0 days 02:05:33.931000,0 days 02:06:04.290000,0 days 02:06:27.855000,276.0,238.0,243.0,281.0,False,HARD,6.0,True,Ferrari,0 days 02:05:03.523000,2022-07-31 14:06:03.901,1,4.0,False,,False,True,84.3
0 days 02:07:51.158000,LEC,16,0 days 00:01:23.335000,46.0,3.0,,,0 days 00:00:29.859000,0 days 00:00:30.162000,0 days 00:00:23.314000,0 days 02:06:57.714000,0 days 02:07:27.876000,0 days 02:07:51.190000,,238.0,245.0,,False,HARD,7.0,True,Ferrari,0 days 02:06:27.823000,2022-07-31 14:07:28.201,1,4.0,False,,False,True,83.335
0 days 02:09:14.316000,LEC,16,0 days 00:01:23.158000,47.0,3.0,,,0 days 00:00:29.663000,0 days 00:00:29.989000,0 days 00:00:23.506000,0 days 02:08:20.853000,0 days 02:08:50.842000,0 days 02:09:14.348000,278.0,237.0,243.0,,False,HARD,8.0,True,Ferrari,0 days 02:07:51.158000,2022-07-31 14:08:51.536,1,4.0,False,,False,True,83.158
0 days 02:12:00.988000,LEC,16,0 days 00:01:23.509000,49.0,3.0,,,0 days 00:00:29.694000,0 days 00:00:30.273000,0 days 00:00:23.542000,0 days 02:11:07.205000,0 days 02:11:37.478000,0 days 02:12:01.020000,,235.0,246.0,282.0,False,HARD,10.0,True,Ferrari,0 days 02:10:37.479000,2022-07-31 14:11:37.857,1,3.0,False,,False,True,83.509
0 days 02:13:25.322000,LEC,16,0 days 00:01:24.334000,50.0,3.0,,,0 days 00:00:29.814000,0 days 00:00:30.644000,0 days 00:00:23.876000,0 days 02:12:30.834000,0 days 02:13:01.478000,0 days 02:13:25.354000,277.0,234.0,247.0,283.0,False,HARD,11.0,True,Ferrari,0 days 02:12:00.988000,2022-07-31 14:13:01.366,1,3.0,False,,False,True,84.334
0 days 02:14:49.474000,LEC,16,0 days 00:01:24.152000,51.0,3.0,,,0 days 00:00:30.139000,0 days 00:00:30.515000,0 days 00:00:23.498000,0 days 02:13:55.493000,0 days 02:14:26.008000,0 days 02:14:49.506000,280.0,236.0,245.0,286.0,False,HARD,12.0,True,Ferrari,0 days 02:13:25.322000,2022-07-31 14:14:25.700,1,3.0,False,,False,True,84.152
0 days 02:16:13.018000,LEC,16,0 days 00:01:23.544000,52.0,3.0,,,0 days 00:00:29.942000,0 days 00:00:30.134000,0 days 00:00:23.468000,0 days 02:15:19.448000,0 days 02:15:49.582000,0 days 02:16:13.050000,276.0,237.0,243.0,284.0,False,HARD,13.0,True,Ferrari,0 days 02:14:49.474000,2022-07-31 14:15:49.852,1,2.0,False,,False,True,83.544
0 days 02:17:37.172000,LEC,16,0 days 00:01:24.154000,53.0,3.0,,,0 days 00:00:30.069000,0 days 00:00:30.252000,0 days 00:00:23.833000,0 days 02:16:43.119000,0 days 02:17:13.371000,0 days 02:17:37.204000,,237.0,247.0,283.0,False,HARD,14.0,True,Ferrari,0 days 02:16:13.018000,2022-07-31 14:17:13.396,1,2.0,False,,False,True,84.154
0 days 02:22:10.892000,LEC,16,0 days 00:01:22.687000,56.0,4.0,,,0 days 00:00:29.669000,0 days 00:00:29.961000,0 days 00:00:23.057000,0 days 02:21:17.906000,0 days 02:21:47.867000,0 days 02:22:10.924000,275.0,239.0,245.0,279.0,False,SOFT,5.0,False,Ferrari,0 days 02:20:48.205000,2022-07-31 14:21:48.583,1,6.0,False,,False,True,82.687
0 days 02:23:32.514000,LEC,16,0 days 00:01:21.622000,57.0,4.0,,,0 days 00:00:29.353000,0 days 00:00:29.275000,0 days 00:00:22.994000,0 days 02:22:40.277000,0 days 02:23:09.552000,0 days 02:23:32.546000,276.0,242.0,244.0,280.0,True,SOFT,6.0,False,Ferrari,0 days 02:22:10.892000,2022-07-31 14:23:11.270,1,6.0,False,,False,True,81.622
