Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTime_s
0 days 01:08:30.275000,VER,1,0 days 00:01:25.058000,4.0,1.0,,,0 days 00:00:30.148000,0 days 00:00:31.114000,0 days 00:00:23.796000,0 days 01:07:35.364000,0 days 01:08:06.478000,0 days 01:08:30.274000,261.0,233.0,247.0,302.0,True,SOFT,5.0,False,Red Bull Racing,0 days 01:07:05.217000,2022-07-31 13:08:05.595,1,8.0,False,,False,True,85.058
0 days 01:09:54.396000,VER,1,0 days 00:01:24.121000,5.0,1.0,,,0 days 00:00:29.811000,0 days 00:00:30.698000,0 days 00:00:23.612000,0 days 01:09:00.085000,0 days 01:09:30.783000,0 days 01:09:54.395000,280.0,235.0,247.0,299.0,True,SOFT,6.0,False,Red Bull Racing,0 days 01:08:30.275000,2022-07-31 13:09:30.653,1,7.0,False,,False,True,84.121
0 days 01:11:19.200000,VER,1,0 days 00:01:24.804000,6.0,1.0,,,0 days 00:00:29.825000,0 days 00:00:31.013000,0 days 00:00:23.966000,0 days 01:10:24.220000,0 days 01:10:55.233000,0 days 01:11:19.199000,278.0,234.0,246.0,297.0,False,SOFT,7.0,False,Red Bull Racing,0 days 01:09:54.396000,2022-07-31 13:10:54.774,1,7.0,False,,False,True,84.804
0 days 01:12:43.279000,VER,1,0 days 00:01:24.079000,7.0,1.0,,,0 days 00:00:29.722000,0 days 00:00:30.642000,0 days 00:00:23.715000,0 days 01:11:48.921000,0 days 01:12:19.563000,0 days 01:12:43.278000,277.0,233.0,239.0,,True,SOFT,8.0,False,Red Bull Racing,0 days 01:11:19.200000,2022-07-31 13:12:19.578,1,6.0,False,,False,True,84.079
0 days 01:14:07.435000,VER,1,0 days 00:01:24.156000,8.0,1.0,,,0 days 00:00:29.928000,0 days 00:00:30.448000,0 days 00:00:23.780000,0 days 01:13:13.206000,0 days 01:13:43.654000,0 days 01:14:07.434000,276.0,233.0,241.0,281.0,False,SOFT,9.0,False,Red Bull Racing,0 days 01:12:43.279000,2022-07-31 13:13:43.657,1,6.0,False,,False,True,84.156
0 days 01:15:31.532000,VER,1,0 days 00:01:24.097000,9.0,1.0,,,0 days 00:00:29.970000,0 days 00:00:30.455000,0 days 00:00:23.672000,0 days 01:14:37.404000,0 days 01:15:07.859000,0 days 01:15:31.531000,,236.0,241.0,282.0,False,SOFT,10.0,False,Red Bull Racing,0 days 01:14:07.435000,2022-07-31 13:15:07.813,1,6.0,False,,False,True,84.097
0 days 01:16:56.098000,VER,1,0 days 00:01:24.566000,10.0,1.0,,,0 days 00:00:30.008000,0 days 00:00:30.715000,0 days 00:00:23.843000,0 days 01:16:01.539000,0 days 01:16:32.254000,0 days 01:16:56.097000,,232.0,246.0,,False,SOFT,11.0,False,Red Bull Racing,0 days 01:15:31.532000,2022-07-31 13:16:31.910,1,6.0,False,,False,True,84.566
0 days 01:18:21.454000,VER,1,0 days 00:01:25.356000,11.0,1.0,,,0 days 00:00:29.826000,0 days 00:00:31.479000,0 days 00:00:24.051000,0 days 01:17:25.923000,0 days 01:17:57.402000,0 days 01:18:21.453000,278.0,233.0,247.0,299.0,False,SOFT,12.0,False,Red Bull Racing,0 days 01:16:56.098000,2022-07-31 13:17:56.476,1,6.0,False,,False,True,85.356
0 days 01:19:46.059000,VER,1,0 days 00:01:24.605000,12.0,1.0,,,0 days 00:00:29.842000,0 days 00:00:31.033000,0 days 00:00:23.730000,0 days 01:18:51.295000,0 days 01:19:22.328000,0 days 01:19:46.058000,276.0,232.0,240.0,,False,SOFT,13.0,False,Red Bull Racing,0 days 01:18:21.454000,2022-07-31 13:19:21.832,1,5.0,False,,False,True,84.605
0 days 01:21:10.588000,VER,1,0 days 00:01:24.529000,13.0,1.0,,,0 days 00:00:30.151000,0 days 00:00:30.513000,0 days 00:00:23.865000,0 days 01:20:16.209000,0 days 01:20:46.722000,0 days 01:21:10.587000,,231.0,240.0,281.0,False,SOFT,14.0,False,Red Bull Racing,0 days 01:19:46.059000,2022-07-31 13:20:46.437,1,5.0,False,,False,True,84.529
0 days 01:22:35.268000,VER,1,0 days 00:01:24.680000,14.0,1.0,,,0 days 00:00:30.068000,0 days 00:00:30.601000,0 days 00:00:24.011000,0 days 01:21:40.655000,0 days 01:22:11.256000,0 days 01:22:35.267000,,232.0,240.0,282.0,False,SOFT,15.0,False,Red Bull Racing,0 days 01:21:10.588000,2022-07-31 13:22:10.966,1,5.0,False,,False,True,84.68
0 days 01:23:59.915000,VER,1,0 days 00:01:24.647000,15.0,1.0,,,0 days 00:00:30.093000,0 days 00:00:30.693000,0 days 00:00:23.861000,0 days 01:23:05.360000,0 days 01:23:36.053000,0 days 01:23:59.914000,,232.0,247.0,,False,SOFT,16.0,False,Red Bull Racing,0 days 01:22:35.268000,2022-07-31 13:23:35.646,1,5.0,False,,False,True,84.647
0 days 01:28:30.483000,VER,1,0 days 00:01:23.082000,18.0,2.0,,,0 days 00:00:29.740000,0 days 00:00:29.957000,0 days 00:00:23.385000,0 days 01:27:37.140000,0 days 01:28:07.097000,0 days 01:28:30.482000,273.0,237.0,241.0,278.0,True,MEDIUM,2.0,True,Red Bull Racing,0 days 01:27:07.401000,2022-07-31 13:28:07.779,1,8.0,False,,False,True,83.082
0 days 01:29:53.954000,VER,1,0 days 00:01:23.471000,19.0,2.0,,,0 days 00:00:29.787000,0 days 00:00:30.251000,0 days 00:00:23.433000,0 days 01:29:00.269000,0 days 01:29:30.520000,0 days 01:29:53.953000,276.0,236.0,247.0,280.0,False,MEDIUM,3.0,True,Red Bull Racing,0 days 01:28:30.483000,2022-07-31 13:29:30.861,1,7.0,False,,False,True,83.471
0 days 01:31:17.908000,VER,1,0 days 00:01:23.954000,20.0,2.0,,,0 days 00:00:29.494000,0 days 00:00:30.838000,0 days 00:00:23.622000,0 days 01:30:23.447000,0 days 01:30:54.285000,0 days 01:31:17.907000,277.0,233.0,249.0,298.0,False,MEDIUM,4.0,True,Red Bull Racing,0 days 01:29:53.954000,2022-07-31 13:30:54.332,1,5.0,False,,False,True,83.954
0 days 01:32:41.013000,VER,1,0 days 00:01:23.105000,21.0,2.0,,,0 days 00:00:29.504000,0 days 00:00:30.151000,0 days 00:00:23.450000,0 days 01:31:47.411000,0 days 01:32:17.562000,0 days 01:32:41.012000,272.0,235.0,241.0,294.0,False,MEDIUM,5.0,True,Red Bull Racing,0 days 01:31:17.908000,2022-07-31 13:32:18.286,1,4.0,False,,False,True,83.105
0 days 01:34:04.197000,VER,1,0 days 00:01:23.184000,22.0,2.0,,,0 days 00:00:29.715000,0 days 00:00:30.047000,0 days 00:00:23.422000,0 days 01:33:10.727000,0 days 01:33:40.774000,0 days 01:34:04.196000,276.0,234.0,242.0,279.0,False,MEDIUM,6.0,True,Red Bull Racing,0 days 01:32:41.013000,2022-07-31 13:33:41.391,1,4.0,False,,False,True,83.184
0 days 01:35:27.686000,VER,1,0 days 00:01:23.489000,23.0,2.0,,,0 days 00:00:29.703000,0 days 00:00:30.369000,0 days 00:00:23.417000,0 days 01:34:33.899000,0 days 01:35:04.268000,0 days 01:35:27.685000,275.0,236.0,242.0,280.0,False,MEDIUM,7.0,True,Red Bull Racing,0 days 01:34:04.197000,2022-07-31 13:35:04.575,1,4.0,False,,False,True,83.489
0 days 01:36:51.461000,VER,1,0 days 00:01:23.775000,24.0,2.0,,,0 days 00:00:29.633000,0 days 00:00:30.261000,0 days 00:00:23.881000,0 days 01:35:57.318000,0 days 01:36:27.579000,0 days 01:36:51.460000,276.0,235.0,242.0,282.0,False,MEDIUM,8.0,True,Red Bull Racing,0 days 01:35:27.686000,2022-07-31 13:36:28.064,1,4.0,False,,False,True,83.775
0 days 01:38:15.004000,VER,1,0 days 00:01:23.543000,25.0,2.0,,,0 days 00:00:29.761000,0 days 00:00:30.142000,0 days 00:00:23.640000,0 days 01:37:21.221000,0 days 01:37:51.363000,0 days 01:38:15.003000,277.0,236.0,242.0,281.0,False,MEDIUM,9.0,True,Red Bull Racing,0 days 01:36:51.461000,2022-07-31 13:37:51.839,1,4.0,False,,False,True,83.543
0 days 01:39:38.724000,VER,1,0 days 00:01:23.720000,26.0,2.0,,,0 days 00:00:29.793000,0 days 00:00:30.437000,0 days 00:00:23.490000,0 days 01:38:44.796000,0 days 01:39:15.233000,0 days 01:39:38.723000,275.0,234.0,243.0,283.0,False,MEDIUM,10.0,True,Red Bull Racing,0 days 01:38:15.004000,2022-07-31 13:39:15.382,1,4.0,False,,False,True,83.72
0 days 01:41:02.289000,VER,1,0 days 00:01:23.565000,27.0,2.0,,,0 days 00:00:29.820000,0 days 00:00:30.200000,0 days 00:00:23.545000,0 days 01:40:08.543000,0 days 01:40:38.743000,0 days 01:41:02.288000,277.0,235.0,242.0,,False,MEDIUM,11.0,True,Red Bull Racing,0 days 01:39:38.724000,2022-07-31 13:40:39.102,1,4.0,False,,False,True,83.565
0 days 01:42:25.980000,VER,1,0 days 00:01:23.691000,28.0,2.0,,,0 days 00:00:29.822000,0 days 00:00:30.271000,0 days 00:00:23.598000,0 days 01:41:32.110000,0 days 01:42:02.381000,0 days 01:42:25.979000,,237.0,242.0,282.0,False,MEDIUM,12.0,True,Red Bull Racing,0 days 01:41:02.289000,2022-07-31 13:42:02.667,1,4.0,False,,False,True,83.691
0 days 01:43:50.153000,VER,1,0 days 00:01:24.173000,29.0,2.0,,,0 days 00:00:30.207000,0 days 00:00:30.343000,0 days 00:00:23.623000,0 days 01:42:56.186000,0 days 01:43:26.529000,0 days 01:43:50.152000,276.0,236.0,244.0,281.0,False,MEDIUM,13.0,True,Red Bull Racing,0 days 01:42:25.980000,2022-07-31 13:43:26.358,1,4.0,False,,False,True,84.173
0 days 01:45:13.993000,VER,1,0 days 00:01:23.840000,30.0,2.0,,,0 days 00:00:29.958000,0 days 00:00:30.191000,0 days 00:00:23.691000,0 days 01:44:20.110000,0 days 01:44:50.301000,0 days 01:45:13.992000,277.0,236.0,243.0,280.0,False,MEDIUM,14.0,True,Red Bull Racing,0 days 01:43:50.153000,2022-07-31 13:44:50.531,1,4.0,False,,False,True,83.84
0 days 01:46:37.721000,VER,1,0 days 00:01:23.728000,31.0,2.0,,,0 days 00:00:29.798000,0 days 00:00:30.373000,0 days 00:00:23.557000,0 days 01:45:43.790000,0 days 01:46:14.163000,0 days 01:46:37.720000,,237.0,243.0,281.0,False,MEDIUM,15.0,True,Red Bull Racing,0 days 01:45:13.993000,2022-07-31 13:46:14.371,1,4.0,False,,False,True,83.728
0 days 01:48:02.052000,VER,1,0 days 00:01:24.331000,32.0,2.0,,,0 days 00:00:29.823000,0 days 00:00:30.762000,0 days 00:00:23.746000,0 days 01:47:07.543000,0 days 01:47:38.305000,0 days 01:48:02.051000,,235.0,244.0,282.0,False,MEDIUM,16.0,True,Red Bull Racing,0 days 01:46:37.721000,2022-07-31 13:47:38.099,1,4.0,False,,False,True,84.331
0 days 01:49:25.761000,VER,1,0 days 00:01:23.709000,33.0,2.0,,,0 days 00:00:29.827000,0 days 00:00:30.276000,0 days 00:00:23.606000,0 days 01:48:31.878000,0 days 01:49:02.154000,0 days 01:49:25.760000,,233.0,244.0,,False,MEDIUM,17.0,True,Red Bull Racing,0 days 01:48:02.052000,2022-07-31 13:49:02.430,1,4.0,False,,False,True,83.709
0 days 01:50:49.268000,VER,1,0 days 00:01:23.507000,34.0,2.0,,,0 days 00:00:29.685000,0 days 00:00:30.275000,0 days 00:00:23.547000,0 days 01:49:55.445000,0 days 01:50:25.720000,0 days 01:50:49.267000,,237.0,249.0,284.0,False,MEDIUM,18.0,True,Red Bull Racing,0 days 01:49:25.761000,2022-07-31 13:50:26.139,1,4.0,False,,False,True,83.507
0 days 01:53:36.636000,VER,1,0 days 00:01:23.777000,36.0,2.0,,,0 days 00:00:29.884000,0 days 00:00:30.294000,0 days 00:00:23.599000,0 days 01:52:42.742000,0 days 01:53:13.036000,0 days 01:53:36.635000,278.0,233.0,245.0,286.0,False,MEDIUM,20.0,True,Red Bull Racing,0 days 01:52:12.859000,2022-07-31 13:53:13.237,1,4.0,False,,False,True,83.777
0 days 01:55:00.748000,VER,1,0 days 00:01:24.112000,37.0,2.0,,,0 days 00:00:29.920000,0 days 00:00:30.489000,0 days 00:00:23.703000,0 days 01:54:06.555000,0 days 01:54:37.044000,0 days 01:55:00.747000,277.0,236.0,246.0,287.0,False,MEDIUM,21.0,True,Red Bull Racing,0 days 01:53:36.636000,2022-07-31 13:54:37.014,1,4.0,False,,False,True,84.112
0 days 01:59:29.355000,VER,1,0 days 00:01:22.789000,40.0,3.0,,,0 days 00:00:29.426000,0 days 00:00:30.099000,0 days 00:00:23.264000,0 days 01:58:35.991000,0 days 01:59:06.090000,0 days 01:59:29.354000,278.0,229.0,251.0,284.0,True,MEDIUM,2.0,True,Red Bull Racing,0 days 01:58:06.566000,2022-07-31 13:59:06.944,1,4.0,False,,False,True,82.789
0 days 02:02:19.260000,VER,1,0 days 00:01:23.031000,42.0,3.0,,,0 days 00:00:30.091000,0 days 00:00:29.902000,0 days 00:00:23.038000,0 days 02:01:26.319000,0 days 02:01:56.221000,0 days 02:02:19.259000,278.0,241.0,245.0,282.0,False,MEDIUM,4.0,True,Red Bull Racing,0 days 02:00:56.229000,2022-07-31 14:01:56.607,1,4.0,False,,False,True,83.031
0 days 02:03:41.388000,VER,1,0 days 00:01:22.128000,43.0,3.0,,,0 days 00:00:29.481000,0 days 00:00:29.660000,0 days 00:00:22.987000,0 days 02:02:48.740000,0 days 02:03:18.400000,0 days 02:03:41.387000,,241.0,251.0,283.0,True,MEDIUM,5.0,True,Red Bull Racing,0 days 02:02:19.260000,2022-07-31 14:03:19.638,1,4.0,False,,False,True,82.128
0 days 02:05:04.038000,VER,1,0 days 00:01:22.650000,44.0,3.0,,,0 days 00:00:29.323000,0 days 00:00:30.127000,0 days 00:00:23.200000,0 days 02:04:10.710000,0 days 02:04:40.837000,0 days 02:05:04.037000,279.0,240.0,251.0,299.0,False,MEDIUM,6.0,True,Red Bull Racing,0 days 02:03:41.388000,2022-07-31 14:04:41.766,1,4.0,False,,False,True,82.65
0 days 02:06:26.164000,VER,1,0 days 00:01:22.126000,45.0,3.0,,,0 days 00:00:29.234000,0 days 00:00:29.620000,0 days 00:00:23.272000,0 days 02:05:33.271000,0 days 02:06:02.891000,0 days 02:06:26.163000,276.0,239.0,243.0,300.0,True,MEDIUM,7.0,True,Red Bull Racing,0 days 02:05:04.038000,2022-07-31 14:06:04.416,1,3.0,False,,False,True,82.126
0 days 02:07:48.918000,VER,1,0 days 00:01:22.754000,46.0,3.0,,,0 days 00:00:29.829000,0 days 00:00:29.759000,0 days 00:00:23.166000,0 days 02:06:55.992000,0 days 02:07:25.751000,0 days 02:07:48.917000,277.0,238.0,245.0,280.0,False,MEDIUM,8.0,True,Red Bull Racing,0 days 02:06:26.164000,2022-07-31 14:07:26.542,1,3.0,False,,False,True,82.754
0 days 02:09:11.564000,VER,1,0 days 00:01:22.646000,47.0,3.0,,,0 days 00:00:29.602000,0 days 00:00:29.833000,0 days 00:00:23.211000,0 days 02:08:18.519000,0 days 02:08:48.352000,0 days 02:09:11.563000,,237.0,244.0,282.0,False,MEDIUM,9.0,True,Red Bull Racing,0 days 02:07:48.918000,2022-07-31 14:08:49.296,1,3.0,False,,False,True,82.646
0 days 02:11:58.114000,VER,1,0 days 00:01:23.373000,49.0,3.0,,,0 days 00:00:29.562000,0 days 00:00:30.140000,0 days 00:00:23.671000,0 days 02:11:04.302000,0 days 02:11:34.442000,0 days 02:11:58.113000,,237.0,247.0,284.0,False,MEDIUM,11.0,True,Red Bull Racing,0 days 02:10:34.741000,2022-07-31 14:11:35.119,1,2.0,False,,False,True,83.373
0 days 02:13:21.212000,VER,1,0 days 00:01:23.098000,50.0,3.0,,,0 days 00:00:29.642000,0 days 00:00:29.983000,0 days 00:00:23.473000,0 days 02:12:27.755000,0 days 02:12:57.738000,0 days 02:13:21.211000,278.0,239.0,244.0,287.0,False,MEDIUM,12.0,True,Red Bull Racing,0 days 02:11:58.114000,2022-07-31 14:12:58.492,1,2.0,False,,False,True,83.098
0 days 02:14:44.058000,VER,1,0 days 00:01:22.846000,51.0,3.0,,,0 days 00:00:29.670000,0 days 00:00:29.876000,0 days 00:00:23.300000,0 days 02:13:50.881000,0 days 02:14:20.757000,0 days 02:14:44.057000,279.0,239.0,244.0,283.0,False,MEDIUM,13.0,True,Red Bull Racing,0 days 02:13:21.212000,2022-07-31 14:14:21.590,1,1.0,False,,False,True,82.846
0 days 02:16:06.644000,VER,1,0 days 00:01:22.586000,52.0,3.0,,,0 days 00:00:29.548000,0 days 00:00:29.781000,0 days 00:00:23.257000,0 days 02:15:13.605000,0 days 02:15:43.386000,0 days 02:16:06.643000,278.0,239.0,244.0,282.0,False,MEDIUM,14.0,True,Red Bull Racing,0 days 02:14:44.058000,2022-07-31 14:15:44.436,1,1.0,False,,False,True,82.586
0 days 02:17:29.352000,VER,1,0 days 00:01:22.708000,53.0,3.0,,,0 days 00:00:29.630000,0 days 00:00:29.817000,0 days 00:00:23.261000,0 days 02:16:36.273000,0 days 02:17:06.090000,0 days 02:17:29.351000,,239.0,245.0,283.0,False,MEDIUM,15.0,True,Red Bull Racing,0 days 02:16:06.644000,2022-07-31 14:17:07.022,1,1.0,False,,False,True,82.708
0 days 02:18:52.129000,VER,1,0 days 00:01:22.777000,54.0,3.0,,,0 days 00:00:29.467000,0 days 00:00:29.917000,0 days 00:00:23.393000,0 days 02:17:58.818000,0 days 02:18:28.735000,0 days 02:18:52.128000,279.0,238.0,245.0,282.0,False,MEDIUM,16.0,True,Red Bull Racing,0 days 02:17:29.352000,2022-07-31 14:18:29.730,1,1.0,False,,False,True,82.777
0 days 02:20:15.139000,VER,1,0 days 00:01:23.010000,55.0,3.0,,,0 days 00:00:29.613000,0 days 00:00:30.075000,0 days 00:00:23.322000,0 days 02:19:21.741000,0 days 02:19:51.816000,0 days 02:20:15.138000,277.0,238.0,245.0,,False,MEDIUM,17.0,True,Red Bull Racing,0 days 02:18:52.129000,2022-07-31 14:19:52.507,1,1.0,False,,False,True,83.01
0 days 02:21:38.152000,VER,1,0 days 00:01:23.013000,56.0,3.0,,,0 days 00:00:29.536000,0 days 00:00:30.092000,0 days 00:00:23.385000,0 days 02:20:44.674000,0 days 02:21:14.766000,0 days 02:21:38.151000,280.0,240.0,245.0,,False,MEDIUM,18.0,True,Red Bull Racing,0 days 02:20:15.139000,2022-07-31 14:21:15.517,1,1.0,False,,False,True,83.013
0 days 02:23:00.979000,VER,1,0 days 00:01:22.827000,57.0,3.0,,,0 days 00:00:29.637000,0 days 00:00:29.949000,0 days 00:00:23.241000,0 days 02:22:07.788000,0 days 02:22:37.737000,0 days 02:23:00.978000,,240.0,246.0,285.0,False,MEDIUM,19.0,True,Red Bull Racing,0 days 02:21:38.152000,2022-07-31 14:22:38.530,1,1.0,False,,False,True,82.827
0 days 02:24:23.847000,VER,1,0 days 00:01:22.868000,58.0,3.0,,,0 days 00:00:29.526000,0 days 00:00:29.945000,0 days 00:00:23.397000,0 days 02:23:30.504000,0 days 02:24:00.449000,0 days 02:24:23.846000,281.0,239.0,243.0,283.0,False,MEDIUM,20.0,True,Red Bull Racing,0 days 02:23:00.979000,2022-07-31 14:24:01.357,1,1.0,False,,False,True,82.868
0 days 02:25:46.921000,VER,1,0 days 00:01:23.074000,59.0,3.0,,,0 days 00:00:29.698000,0 days 00:00:30.141000,0 days 00:00:23.235000,0 days 02:24:53.544000,0 days 02:25:23.685000,0 days 02:25:46.920000,279.0,238.0,244.0,,False,MEDIUM,21.0,True,Red Bull Racing,0 days 02:24:23.847000,2022-07-31 14:25:24.225,1,1.0,False,,False,True,83.074
0 days 02:27:09.653000,VER,1,0 days 00:01:22.732000,60.0,3.0,,,0 days 00:00:29.637000,0 days 00:00:29.727000,0 days 00:00:23.368000,0 days 02:26:16.557000,0 days 02:26:46.284000,0 days 02:27:09.652000,276.0,240.0,244.0,280.0,False,MEDIUM,22.0,True,Red Bull Racing,0 days 02:25:46.921000,2022-07-31 14:26:47.299,1,1.0,False,,False,True,82.732
0 days 02:28:32.484000,VER,1,0 days 00:01:22.831000,61.0,3.0,,,0 days 00:00:29.589000,0 days 00:00:29.927000,0 days 00:00:23.315000,0 days 02:27:39.241000,0 days 02:28:09.168000,0 days 02:28:32.483000,275.0,238.0,244.0,281.0,False,MEDIUM,23.0,True,Red Bull Racing,0 days 02:27:09.653000,2022-07-31 14:28:10.031,1,1.0,False,,False,True,82.831
0 days 02:29:55.938000,VER,1,0 days 00:01:23.454000,62.0,3.0,,,0 days 00:00:29.688000,0 days 00:00:30.183000,0 days 00:00:23.583000,0 days 02:29:02.171000,0 days 02:29:32.354000,0 days 02:29:55.937000,277.0,239.0,246.0,282.0,False,MEDIUM,24.0,True,Red Bull Racing,0 days 02:28:32.484000,2022-07-31 14:29:32.862,1,1.0,False,,False,True,83.454
0 days 02:31:18.948000,VER,1,0 days 00:01:23.010000,63.0,3.0,,,0 days 00:00:29.575000,0 days 00:00:29.977000,0 days 00:00:23.458000,0 days 02:30:25.512000,0 days 02:30:55.489000,0 days 02:31:18.947000,275.0,241.0,244.0,285.0,False,MEDIUM,25.0,True,Red Bull Racing,0 days 02:29:55.938000,2022-07-31 14:30:56.316,1,1.0,False,,False,True,83.01
0 days 02:32:41.926000,VER,1,0 days 00:01:22.978000,64.0,3.0,,,0 days 00:00:29.573000,0 days 00:00:29.944000,0 days 00:00:23.461000,0 days 02:31:48.520000,0 days 02:32:18.464000,0 days 02:32:41.925000,276.0,239.0,244.0,281.0,False,MEDIUM,26.0,True,Red Bull Racing,0 days 02:31:18.948000,2022-07-31 14:32:19.326,1,1.0,False,,False,True,82.978
0 days 02:34:04.593000,VER,1,0 days 00:01:22.667000,65.0,3.0,,,0 days 00:00:29.559000,0 days 00:00:29.749000,0 days 00:00:23.359000,0 days 02:33:11.484000,0 days 02:33:41.233000,0 days 02:34:04.592000,,242.0,246.0,284.0,False,MEDIUM,27.0,True,Red Bull Racing,0 days 02:32:41.926000,2022-07-31 14:33:42.304,1,1.0,False,,False,True,82.667
0 days 02:35:27.690000,VER,1,0 days 00:01:23.097000,66.0,3.0,,,0 days 00:00:29.571000,0 days 00:00:29.989000,0 days 00:00:23.537000,0 days 02:34:34.163000,0 days 02:35:04.152000,0 days 02:35:27.689000,278.0,238.0,244.0,,False,MEDIUM,28.0,True,Red Bull Racing,0 days 02:34:04.593000,2022-07-31 14:35:04.971,1,1.0,False,,False,True,83.097
0 days 02:36:50.977000,VER,1,0 days 00:01:23.287000,67.0,3.0,,,0 days 00:00:29.763000,0 days 00:00:29.962000,0 days 00:00:23.562000,0 days 02:35:57.452000,0 days 02:36:27.414000,0 days 02:36:50.976000,275.0,238.0,244.0,281.0,False,MEDIUM,29.0,True,Red Bull Racing,0 days 02:35:27.690000,2022-07-31 14:36:28.068,1,1.0,False,,False,True,83.287
0 days 01:08:41.949000,GAS,10,0 days 00:01:26.024000,4.0,1.0,,,0 days 00:00:30.397000,0 days 00:00:31.694000,0 days 00:00:23.933000,0 days 01:07:46.329000,0 days 01:08:18.023000,0 days 01:08:41.956000,275.0,224.0,250.0,299.0,True,SOFT,4.0,True,AlphaTauri,0 days 01:07:15.925000,2022-07-31 13:08:16.303,1,19.0,False,,False,True,86.024
0 days 01:10:07.855000,GAS,10,0 days 00:01:25.906000,5.0,1.0,,,0 days 00:00:30.456000,0 days 00:00:31.362000,0 days 00:00:24.088000,0 days 01:09:12.412000,0 days 01:09:43.774000,0 days 01:10:07.862000,276.0,228.0,250.0,301.0,True,SOFT,5.0,True,AlphaTauri,0 days 01:08:41.949000,2022-07-31 13:09:42.327,1,19.0,False,,False,True,85.906
0 days 01:11:33.417000,GAS,10,0 days 00:01:25.562000,6.0,1.0,,,0 days 00:00:30.317000,0 days 00:00:31.163000,0 days 00:00:24.082000,0 days 01:10:38.179000,0 days 01:11:09.342000,0 days 01:11:33.424000,270.0,230.0,248.0,300.0,True,SOFT,6.0,True,AlphaTauri,0 days 01:10:07.855000,2022-07-31 13:11:08.233,1,19.0,False,,False,True,85.562
0 days 01:12:59.174000,GAS,10,0 days 00:01:25.757000,7.0,1.0,,,0 days 00:00:30.502000,0 days 00:00:31.292000,0 days 00:00:23.963000,0 days 01:12:03.926000,0 days 01:12:35.218000,0 days 01:12:59.181000,268.0,230.0,248.0,298.0,False,SOFT,7.0,True,AlphaTauri,0 days 01:11:33.417000,2022-07-31 13:12:33.795,1,18.0,False,,False,True,85.757
0 days 01:14:24.736000,GAS,10,0 days 00:01:25.562000,8.0,1.0,,,0 days 00:00:30.205000,0 days 00:00:31.291000,0 days 00:00:24.066000,0 days 01:13:29.386000,0 days 01:14:00.677000,0 days 01:14:24.743000,276.0,224.0,248.0,,False,SOFT,8.0,True,AlphaTauri,0 days 01:12:59.174000,2022-07-31 13:13:59.552,1,18.0,False,,False,True,85.562
0 days 01:15:49.780000,GAS,10,0 days 00:01:25.044000,9.0,1.0,,,0 days 00:00:30.311000,0 days 00:00:30.800000,0 days 00:00:23.933000,0 days 01:14:55.054000,0 days 01:15:25.854000,0 days 01:15:49.787000,274.0,233.0,241.0,301.0,True,SOFT,9.0,True,AlphaTauri,0 days 01:14:24.736000,2022-07-31 13:15:25.114,1,17.0,False,,False,True,85.044
0 days 01:17:15.109000,GAS,10,0 days 00:01:25.329000,10.0,1.0,,,0 days 00:00:30.450000,0 days 00:00:30.907000,0 days 00:00:23.972000,0 days 01:16:20.237000,0 days 01:16:51.144000,0 days 01:17:15.116000,275.0,232.0,242.0,279.0,False,SOFT,10.0,True,AlphaTauri,0 days 01:15:49.780000,2022-07-31 13:16:50.158,1,17.0,False,,False,True,85.329
0 days 01:18:41.112000,GAS,10,0 days 00:01:26.003000,11.0,1.0,,,0 days 00:00:30.412000,0 days 00:00:31.403000,0 days 00:00:24.188000,0 days 01:17:45.528000,0 days 01:18:16.931000,0 days 01:18:41.119000,277.0,230.0,243.0,283.0,False,SOFT,11.0,True,AlphaTauri,0 days 01:17:15.109000,2022-07-31 13:18:15.487,1,17.0,False,,False,True,86.003
0 days 01:20:07.195000,GAS,10,0 days 00:01:26.083000,12.0,1.0,,,0 days 00:00:30.479000,0 days 00:00:31.256000,0 days 00:00:24.348000,0 days 01:19:11.598000,0 days 01:19:42.854000,0 days 01:20:07.202000,276.0,231.0,240.0,,False,SOFT,12.0,True,AlphaTauri,0 days 01:18:41.112000,2022-07-31 13:19:41.490,1,17.0,False,,False,True,86.083
0 days 01:21:34.134000,GAS,10,0 days 00:01:26.939000,13.0,1.0,,,0 days 00:00:30.515000,0 days 00:00:31.918000,0 days 00:00:24.506000,0 days 01:20:37.717000,0 days 01:21:09.635000,0 days 01:21:34.141000,278.0,221.0,247.0,,False,SOFT,13.0,True,AlphaTauri,0 days 01:20:07.195000,2022-07-31 13:21:07.573,1,16.0,False,,False,True,86.939
0 days 01:23:00.700000,GAS,10,0 days 00:01:26.566000,14.0,1.0,,,0 days 00:00:30.359000,0 days 00:00:31.715000,0 days 00:00:24.492000,0 days 01:22:04.500000,0 days 01:22:36.215000,0 days 01:23:00.707000,273.0,224.0,243.0,296.0,False,SOFT,14.0,True,AlphaTauri,0 days 01:21:34.134000,2022-07-31 13:22:34.512,1,16.0,False,,False,True,86.566
