Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 01:36:14.145000,GAS,10,0 days 00:01:26.128000,23.0,2.0,,,0 days 00:00:30.396000,0 days 00:00:31.566000,0 days 00:00:24.166000,0 days 01:35:18.420000,0 days 01:35:49.986000,0 days 01:36:14.152000,279.0,230.0,249.0,281.0,False,MEDIUM,7.0,True,AlphaTauri,0 days 01:34:48.017000,2022-07-31 13:35:48.395,1,17.0,False,,False,True
0 days 01:37:38.667000,GAS,10,0 days 00:01:24.522000,24.0,2.0,,,0 days 00:00:29.857000,0 days 00:00:30.721000,0 days 00:00:23.944000,0 days 01:36:44.009000,0 days 01:37:14.730000,0 days 01:37:38.674000,276.0,233.0,244.0,300.0,True,MEDIUM,8.0,True,AlphaTauri,0 days 01:36:14.145000,2022-07-31 13:37:14.523,1,16.0,False,,False,True
0 days 01:39:03.410000,GAS,10,0 days 00:01:24.743000,25.0,2.0,,,0 days 00:00:30.026000,0 days 00:00:30.822000,0 days 00:00:23.895000,0 days 01:38:08.700000,0 days 01:38:39.522000,0 days 01:39:03.417000,277.0,232.0,249.0,285.0,False,MEDIUM,9.0,True,AlphaTauri,0 days 01:37:38.667000,2022-07-31 13:38:39.045,1,16.0,False,,False,True
0 days 01:40:28.294000,GAS,10,0 days 00:01:24.884000,26.0,2.0,,,0 days 00:00:30.012000,0 days 00:00:31.072000,0 days 00:00:23.800000,0 days 01:39:33.429000,0 days 01:40:04.501000,0 days 01:40:28.301000,275.0,230.0,242.0,297.0,False,MEDIUM,10.0,True,AlphaTauri,0 days 01:39:03.410000,2022-07-31 13:40:03.788,1,15.0,False,,False,True
0 days 01:41:53.431000,GAS,10,0 days 00:01:25.137000,27.0,2.0,,,0 days 00:00:30.352000,0 days 00:00:31.035000,0 days 00:00:23.750000,0 days 01:40:58.653000,0 days 01:41:29.688000,0 days 01:41:53.438000,274.0,230.0,243.0,281.0,False,MEDIUM,11.0,True,AlphaTauri,0 days 01:40:28.294000,2022-07-31 13:41:28.672,1,14.0,False,,False,True
0 days 01:43:18.372000,GAS,10,0 days 00:01:24.941000,28.0,2.0,,,0 days 00:00:30.160000,0 days 00:00:31.004000,0 days 00:00:23.777000,0 days 01:42:23.598000,0 days 01:42:54.602000,0 days 01:43:18.379000,276.0,232.0,244.0,279.0,False,MEDIUM,12.0,True,AlphaTauri,0 days 01:41:53.431000,2022-07-31 13:42:53.809,1,13.0,False,,False,True
0 days 01:44:43.182000,GAS,10,0 days 00:01:24.810000,29.0,2.0,,,0 days 00:00:30.280000,0 days 00:00:30.824000,0 days 00:00:23.706000,0 days 01:43:48.659000,0 days 01:44:19.483000,0 days 01:44:43.189000,275.0,233.0,242.0,280.0,False,MEDIUM,13.0,True,AlphaTauri,0 days 01:43:18.372000,2022-07-31 13:44:18.750,1,13.0,False,,False,True
0 days 01:46:08.235000,GAS,10,0 days 00:01:25.053000,30.0,2.0,,,0 days 00:00:30.167000,0 days 00:00:30.786000,0 days 00:00:24.100000,0 days 01:45:13.356000,0 days 01:45:44.142000,0 days 01:46:08.242000,277.0,231.0,242.0,,False,MEDIUM,14.0,True,AlphaTauri,0 days 01:44:43.182000,2022-07-31 13:45:43.560,1,13.0,False,,False,True
0 days 01:47:32.869000,GAS,10,0 days 00:01:24.634000,31.0,2.0,,,0 days 00:00:30.222000,0 days 00:00:30.645000,0 days 00:00:23.767000,0 days 01:46:38.464000,0 days 01:47:09.109000,0 days 01:47:32.876000,275.0,231.0,245.0,281.0,False,MEDIUM,15.0,True,AlphaTauri,0 days 01:46:08.235000,2022-07-31 13:47:08.613,1,13.0,False,,False,True
0 days 01:48:57.743000,GAS,10,0 days 00:01:24.874000,32.0,2.0,,,0 days 00:00:30.083000,0 days 00:00:30.756000,0 days 00:00:24.035000,0 days 01:48:02.959000,0 days 01:48:33.715000,0 days 01:48:57.750000,,232.0,243.0,,False,MEDIUM,16.0,True,AlphaTauri,0 days 01:47:32.869000,2022-07-31 13:48:33.247,1,13.0,False,,False,True
0 days 01:50:22.735000,GAS,10,0 days 00:01:24.992000,33.0,2.0,,,0 days 00:00:30.128000,0 days 00:00:30.955000,0 days 00:00:23.909000,0 days 01:49:27.878000,0 days 01:49:58.833000,0 days 01:50:22.742000,,232.0,245.0,,False,MEDIUM,17.0,True,AlphaTauri,0 days 01:48:57.743000,2022-07-31 13:49:58.121,1,13.0,False,,False,True
0 days 01:51:47.405000,GAS,10,0 days 00:01:24.670000,34.0,2.0,,,0 days 00:00:30.035000,0 days 00:00:30.843000,0 days 00:00:23.792000,0 days 01:50:52.777000,0 days 01:51:23.620000,0 days 01:51:47.412000,,233.0,243.0,,False,MEDIUM,18.0,True,AlphaTauri,0 days 01:50:22.735000,2022-07-31 13:51:23.113,12,13.0,False,,False,True
0 days 01:53:12.232000,GAS,10,0 days 00:01:24.827000,35.0,2.0,,,0 days 00:00:29.997000,0 days 00:00:31.025000,0 days 00:00:23.805000,0 days 01:52:17.409000,0 days 01:52:48.434000,0 days 01:53:12.239000,,230.0,244.0,282.0,False,MEDIUM,19.0,True,AlphaTauri,0 days 01:51:47.405000,2022-07-31 13:52:47.783,21,13.0,False,,False,True
0 days 01:54:36.897000,GAS,10,0 days 00:01:24.665000,36.0,2.0,,,0 days 00:00:30.097000,0 days 00:00:30.895000,0 days 00:00:23.673000,0 days 01:53:42.336000,0 days 01:54:13.231000,0 days 01:54:36.904000,276.0,234.0,245.0,281.0,False,MEDIUM,20.0,True,AlphaTauri,0 days 01:53:12.232000,2022-07-31 13:54:12.610,1,13.0,False,,False,True
0 days 01:56:01.766000,GAS,10,0 days 00:01:24.869000,37.0,2.0,,,0 days 00:00:30.374000,0 days 00:00:30.804000,0 days 00:00:23.691000,0 days 01:55:07.278000,0 days 01:55:38.082000,0 days 01:56:01.773000,,233.0,244.0,,False,MEDIUM,21.0,True,AlphaTauri,0 days 01:54:36.897000,2022-07-31 13:55:37.275,1,13.0,False,,False,True
0 days 01:57:26.960000,GAS,10,0 days 00:01:25.194000,38.0,2.0,,,0 days 00:00:30.278000,0 days 00:00:31.109000,0 days 00:00:23.807000,0 days 01:56:32.051000,0 days 01:57:03.160000,0 days 01:57:26.967000,275.0,224.0,243.0,,False,MEDIUM,22.0,True,AlphaTauri,0 days 01:56:01.766000,2022-07-31 13:57:02.144,1,13.0,False,,False,True
0 days 01:58:51.836000,GAS,10,0 days 00:01:24.876000,39.0,2.0,,,0 days 00:00:30.234000,0 days 00:00:30.881000,0 days 00:00:23.761000,0 days 01:57:57.201000,0 days 01:58:28.082000,0 days 01:58:51.843000,276.0,232.0,246.0,,False,MEDIUM,23.0,True,AlphaTauri,0 days 01:57:26.960000,2022-07-31 13:58:27.338,1,13.0,False,,False,True
0 days 02:00:16.606000,GAS,10,0 days 00:01:24.770000,40.0,2.0,,,0 days 00:00:30.033000,0 days 00:00:30.886000,0 days 00:00:23.851000,0 days 01:59:21.876000,0 days 01:59:52.762000,0 days 02:00:16.613000,277.0,229.0,244.0,279.0,False,MEDIUM,24.0,True,AlphaTauri,0 days 01:58:51.836000,2022-07-31 13:59:52.214,1,13.0,False,,False,True
0 days 02:01:41.670000,GAS,10,0 days 00:01:25.064000,41.0,2.0,,,0 days 00:00:30.252000,0 days 00:00:31.096000,0 days 00:00:23.716000,0 days 02:00:46.865000,0 days 02:01:17.961000,0 days 02:01:41.677000,276.0,233.0,244.0,281.0,False,MEDIUM,25.0,True,AlphaTauri,0 days 02:00:16.606000,2022-07-31 14:01:16.984,12,13.0,False,,False,True
0 days 02:03:06.762000,GAS,10,0 days 00:01:25.092000,42.0,2.0,,,0 days 00:00:30.151000,0 days 00:00:31.042000,0 days 00:00:23.899000,0 days 02:02:11.828000,0 days 02:02:42.870000,0 days 02:03:06.769000,,232.0,242.0,280.0,False,MEDIUM,26.0,True,AlphaTauri,0 days 02:01:41.670000,2022-07-31 14:02:42.048,1,13.0,False,,False,True
0 days 02:04:31.675000,GAS,10,0 days 00:01:24.913000,43.0,2.0,,,0 days 00:00:30.249000,0 days 00:00:30.852000,0 days 00:00:23.812000,0 days 02:03:37.018000,0 days 02:04:07.870000,0 days 02:04:31.682000,,233.0,245.0,279.0,False,MEDIUM,27.0,True,AlphaTauri,0 days 02:03:06.762000,2022-07-31 14:04:07.140,1,13.0,False,,False,True
0 days 02:05:56.704000,GAS,10,0 days 00:01:25.029000,44.0,2.0,,,0 days 00:00:30.037000,0 days 00:00:31.051000,0 days 00:00:23.941000,0 days 02:05:01.719000,0 days 02:05:32.770000,0 days 02:05:56.711000,277.0,228.0,244.0,284.0,False,MEDIUM,28.0,True,AlphaTauri,0 days 02:04:31.675000,2022-07-31 14:05:32.053,1,13.0,False,,False,True
0 days 02:07:22.177000,GAS,10,0 days 00:01:25.473000,45.0,2.0,,,0 days 00:00:30.269000,0 days 00:00:31.214000,0 days 00:00:23.990000,0 days 02:06:26.980000,0 days 02:06:58.194000,0 days 02:07:22.184000,276.0,230.0,243.0,280.0,False,MEDIUM,29.0,True,AlphaTauri,0 days 02:05:56.704000,2022-07-31 14:06:57.082,1,13.0,False,,False,True
0 days 02:08:49.743000,GAS,10,0 days 00:01:27.566000,46.0,2.0,,0 days 02:08:48.066000,0 days 00:00:30.164000,0 days 00:00:31.098000,0 days 00:00:26.304000,0 days 02:07:52.348000,0 days 02:08:23.446000,0 days 02:08:49.750000,277.0,231.0,,282.0,False,MEDIUM,30.0,True,AlphaTauri,0 days 02:07:22.177000,2022-07-31 14:08:22.555,1,14.0,False,,False,False
0 days 02:10:32.824000,GAS,10,0 days 00:01:43.081000,47.0,3.0,0 days 02:09:09.503000,,0 days 00:00:48.579000,0 days 00:00:30.981000,0 days 00:00:23.521000,0 days 02:09:38.329000,0 days 02:10:09.310000,0 days 02:10:32.831000,274.0,232.0,246.0,,False,SOFT,1.0,True,AlphaTauri,0 days 02:08:49.743000,2022-07-31 14:09:50.121,12,15.0,False,,False,False
0 days 02:11:58.640000,GAS,10,0 days 00:01:25.816000,48.0,3.0,,,0 days 00:00:29.952000,0 days 00:00:30.674000,0 days 00:00:25.190000,0 days 02:11:02.783000,0 days 02:11:33.457000,0 days 02:11:58.647000,278.0,232.0,253.0,283.0,False,SOFT,2.0,True,AlphaTauri,0 days 02:10:32.824000,2022-07-31 14:11:33.202,1,15.0,False,,False,True
0 days 02:13:26.365000,GAS,10,0 days 00:01:27.725000,49.0,3.0,,,0 days 00:00:30.378000,0 days 00:00:31.711000,0 days 00:00:25.636000,0 days 02:12:29.025000,0 days 02:13:00.736000,0 days 02:13:26.372000,275.0,233.0,251.0,301.0,False,SOFT,3.0,True,AlphaTauri,0 days 02:11:58.640000,2022-07-31 14:12:59.018,1,15.0,False,,False,True
0 days 02:14:52.213000,GAS,10,0 days 00:01:25.848000,50.0,3.0,,,0 days 00:00:29.963000,0 days 00:00:31.960000,0 days 00:00:23.925000,0 days 02:13:56.335000,0 days 02:14:28.295000,0 days 02:14:52.220000,280.0,233.0,250.0,302.0,False,SOFT,4.0,True,AlphaTauri,0 days 02:13:26.365000,2022-07-31 14:14:26.743,1,15.0,False,,False,True
0 days 02:16:15.701000,GAS,10,0 days 00:01:23.488000,51.0,3.0,,,0 days 00:00:29.740000,0 days 00:00:30.337000,0 days 00:00:23.411000,0 days 02:15:21.960000,0 days 02:15:52.297000,0 days 02:16:15.708000,277.0,237.0,244.0,301.0,True,SOFT,5.0,True,AlphaTauri,0 days 02:14:52.213000,2022-07-31 14:15:52.591,1,14.0,False,,False,True
0 days 02:17:40.971000,GAS,10,0 days 00:01:25.270000,52.0,3.0,,,0 days 00:00:29.866000,0 days 00:00:30.856000,0 days 00:00:24.548000,0 days 02:16:45.574000,0 days 02:17:16.430000,0 days 02:17:40.978000,280.0,203.0,252.0,283.0,False,SOFT,6.0,True,AlphaTauri,0 days 02:16:15.701000,2022-07-31 14:17:16.079,1,14.0,False,,False,True
0 days 02:19:04.617000,GAS,10,0 days 00:01:23.646000,53.0,3.0,,,0 days 00:00:29.588000,0 days 00:00:30.343000,0 days 00:00:23.715000,0 days 02:18:10.566000,0 days 02:18:40.909000,0 days 02:19:04.624000,278.0,236.0,245.0,300.0,False,SOFT,7.0,True,AlphaTauri,0 days 02:17:40.971000,2022-07-31 14:18:41.349,1,14.0,False,,False,True
0 days 02:20:28.080000,GAS,10,0 days 00:01:23.463000,54.0,3.0,,,0 days 00:00:29.836000,0 days 00:00:30.250000,0 days 00:00:23.377000,0 days 02:19:34.460000,0 days 02:20:04.710000,0 days 02:20:28.087000,,235.0,252.0,285.0,True,SOFT,8.0,True,AlphaTauri,0 days 02:19:04.617000,2022-07-31 14:20:04.995,1,14.0,False,,False,True
0 days 02:21:51.618000,GAS,10,0 days 00:01:23.538000,55.0,3.0,,,0 days 00:00:29.784000,0 days 00:00:30.305000,0 days 00:00:23.449000,0 days 02:20:57.871000,0 days 02:21:28.176000,0 days 02:21:51.625000,277.0,237.0,247.0,301.0,False,SOFT,9.0,True,AlphaTauri,0 days 02:20:28.080000,2022-07-31 14:21:28.458,1,13.0,False,,False,True
0 days 02:23:14.861000,GAS,10,0 days 00:01:23.243000,56.0,3.0,,,0 days 00:00:29.644000,0 days 00:00:30.214000,0 days 00:00:23.385000,0 days 02:22:21.269000,0 days 02:22:51.483000,0 days 02:23:14.868000,278.0,236.0,247.0,286.0,True,SOFT,10.0,True,AlphaTauri,0 days 02:21:51.618000,2022-07-31 14:22:51.996,1,13.0,False,,False,True
0 days 02:24:40.464000,GAS,10,0 days 00:01:25.603000,57.0,3.0,,,0 days 00:00:29.943000,0 days 00:00:31.972000,0 days 00:00:23.688000,0 days 02:23:44.811000,0 days 02:24:16.783000,0 days 02:24:40.471000,276.0,234.0,245.0,282.0,False,SOFT,11.0,True,AlphaTauri,0 days 02:23:14.861000,2022-07-31 14:24:15.239,1,13.0,False,,False,True
0 days 02:26:03.663000,GAS,10,0 days 00:01:23.199000,58.0,3.0,,,0 days 00:00:29.615000,0 days 00:00:30.141000,0 days 00:00:23.443000,0 days 02:25:10.086000,0 days 02:25:40.227000,0 days 02:26:03.670000,280.0,236.0,247.0,284.0,True,SOFT,12.0,True,AlphaTauri,0 days 02:24:40.464000,2022-07-31 14:25:40.842,1,13.0,False,,False,True
0 days 02:27:26.916000,GAS,10,0 days 00:01:23.253000,59.0,3.0,,,0 days 00:00:29.655000,0 days 00:00:30.048000,0 days 00:00:23.550000,0 days 02:26:33.325000,0 days 02:27:03.373000,0 days 02:27:26.923000,279.0,235.0,245.0,283.0,False,SOFT,13.0,True,AlphaTauri,0 days 02:26:03.663000,2022-07-31 14:27:04.041,1,13.0,False,,False,True
0 days 02:28:50.341000,GAS,10,0 days 00:01:23.425000,60.0,3.0,,,0 days 00:00:29.652000,0 days 00:00:30.341000,0 days 00:00:23.432000,0 days 02:27:56.575000,0 days 02:28:26.916000,0 days 02:28:50.348000,277.0,235.0,246.0,281.0,False,SOFT,14.0,True,AlphaTauri,0 days 02:27:26.916000,2022-07-31 14:28:27.294,1,13.0,False,,False,True
0 days 02:30:14.058000,GAS,10,0 days 00:01:23.717000,61.0,3.0,,,0 days 00:00:29.688000,0 days 00:00:30.321000,0 days 00:00:23.708000,0 days 02:29:20.036000,0 days 02:29:50.357000,0 days 02:30:14.065000,278.0,236.0,245.0,283.0,False,SOFT,15.0,True,AlphaTauri,0 days 02:28:50.341000,2022-07-31 14:29:50.719,1,13.0,False,,False,True
0 days 02:31:38.013000,GAS,10,0 days 00:01:23.955000,62.0,3.0,,,0 days 00:00:29.874000,0 days 00:00:30.374000,0 days 00:00:23.707000,0 days 02:30:43.939000,0 days 02:31:14.313000,0 days 02:31:38.020000,277.0,235.0,247.0,286.0,False,SOFT,16.0,True,AlphaTauri,0 days 02:30:14.058000,2022-07-31 14:31:14.436,1,13.0,False,,False,True
0 days 02:33:01.977000,GAS,10,0 days 00:01:23.964000,63.0,3.0,,,0 days 00:00:29.823000,0 days 00:00:30.346000,0 days 00:00:23.795000,0 days 02:32:07.843000,0 days 02:32:38.189000,0 days 02:33:01.984000,,236.0,247.0,284.0,False,SOFT,17.0,True,AlphaTauri,0 days 02:31:38.013000,2022-07-31 14:32:38.391,1,13.0,False,,False,True
0 days 02:34:28.566000,GAS,10,0 days 00:01:26.589000,64.0,3.0,,,0 days 00:00:30.799000,0 days 00:00:31.802000,0 days 00:00:23.988000,0 days 02:33:32.783000,0 days 02:34:04.585000,0 days 02:34:28.573000,257.0,235.0,245.0,285.0,False,SOFT,18.0,True,AlphaTauri,0 days 02:33:01.977000,2022-07-31 14:34:02.355,1,13.0,False,,False,True
0 days 02:35:54.555000,GAS,10,0 days 00:01:25.989000,65.0,3.0,,,0 days 00:00:30.721000,0 days 00:00:31.224000,0 days 00:00:24.044000,0 days 02:34:59.294000,0 days 02:35:30.518000,0 days 02:35:54.562000,278.0,231.0,244.0,275.0,False,SOFT,19.0,True,AlphaTauri,0 days 02:34:28.566000,2022-07-31 14:35:28.944,1,13.0,False,,False,True
0 days 02:37:19.742000,GAS,10,0 days 00:01:25.187000,66.0,3.0,,,0 days 00:00:29.775000,0 days 00:00:31.264000,0 days 00:00:24.148000,0 days 02:36:24.337000,0 days 02:36:55.601000,0 days 02:37:19.749000,,230.0,245.0,284.0,False,SOFT,20.0,True,AlphaTauri,0 days 02:35:54.555000,2022-07-31 14:36:54.933,12,12.0,False,,False,True
